episode_counter,sim_step,sim_time,dt,dt_real_time,valid_actions,total_reward,machines_working,machines_changeover,machines_broken,machines_idle,processed_orders,transp_working,transp_walking,transp_handling,transp_idle,machines_total,selected_idle,forced_idle,threshold_waiting,finished_orders,order_waiting_time,alpha,inventory
137,100,12540.73337,107.29358,0.45478,13,11.57967,0.44603,0.0,0.55397,0.0,7.0,0.37281,0.1864,0.1864,0.62719,1.0,0,13,0,7,449.7514,0.0,56.00628
138,100,12610.85871,70.12534,0.46395,14,12.83739,0.69806,0.0,0.30194,0.0,6.0,0.6322,0.33274,0.29946,0.3678,1.0,0,12,0,7,322.53125,0.0,56.00247
139,100,12697.19211,86.3334,0.40419,24,22.42152,0.82453,0.0,0.17547,0.0,11.0,0.861,0.44402,0.41699,0.139,1.0,0,6,0,12,421.90851,0.0,55.99215
140,100,12767.38267,70.19056,0.41338,9,8.37384,0.875,0.0,0.125,0.0,7.0,0.47727,0.24932,0.22795,0.52273,1.0,0,16,2,5,624.31595,0.0,56.99657
141,100,12854.04941,86.66674,0.41183,16,14.03203,0.875,0.0,0.125,0.0,8.0,0.7,0.36538,0.33462,0.3,1.0,0,13,4,10,644.68857,0.0,55.99689
142,100,12956.47374,102.42434,0.50104,25,23.69325,0.89408,0.0,0.10592,0.0,13.0,0.76154,0.39053,0.37101,0.23846,1.0,0,7,0,13,503.57165,0.0,55.00564
143,100,13044.47381,88.00007,0.44483,21,19.76833,0.73572,0.0,0.26428,0.0,12.0,0.79545,0.39773,0.39773,0.20455,1.0,0,9,2,12,419.95762,0.0,54.00491
144,100,13153.97388,109.50006,0.32042,31,29.08062,0.74761,0.0,0.25239,0.0,15.0,0.90868,0.47945,0.42922,0.09132,1.0,0,5,1,15,411.68851,0.0,55.98395
145,100,13260.00796,106.03409,0.37732,25,23.58401,0.77976,0.0,0.22024,0.0,15.0,0.79534,0.40867,0.38667,0.20466,1.0,0,8,2,14,498.67449,0.0,55.00189
146,100,13407.84135,147.83339,0.49137,39,32.16637,0.76084,0.0,0.16056,0.07861,30.0,0.93236,0.47914,0.45321,0.06764,1.0,0,5,4,24,513.67726,1.73827,50.02474
147,100,13547.17474,139.33339,0.38756,42,37.32543,0.83847,0.0,0.12055,0.04099,16.0,0.94258,0.49043,0.45215,0.05742,1.0,0,4,0,21,301.99999,0.34549,49.98978
148,100,13614.34148,67.16674,0.45132,15,13.97912,0.875,0.0,0.125,0.0,7.0,0.67246,0.3598,0.31265,0.32754,1.0,0,11,0,6,256.5053,0.0,53.00313
149,100,13710.50822,96.16673,0.38983,26,24.48525,0.875,0.0,0.125,0.0,15.0,0.87522,0.45927,0.41594,0.12478,1.0,0,6,1,13,441.41141,0.0,54.00249
150,100,13829.34161,118.8334,0.499,34,31.11936,0.875,0.0,0.125,0.0,15.0,0.91585,0.46985,0.446,0.08415,1.0,0,5,1,19,321.73895,0.0,50.01949
151,100,13922.67501,93.3334,0.41431,26,23.53752,0.875,0.0,0.125,0.0,12.0,0.85,0.46429,0.38571,0.15,1.0,0,7,1,10,316.58512,0.0,55.988
152,100,14017.17508,94.50007,0.42473,22,20.69433,0.875,0.0,0.125,0.0,12.0,0.78836,0.39683,0.39153,0.21164,1.0,0,10,1,14,332.87568,0.0,51.0219
153,100,14114.67515,97.50007,0.40392,26,24.41046,0.875,0.0,0.125,0.0,13.0,0.81538,0.4359,0.37949,0.18462,1.0,0,9,0,11,358.70956,0.0,54.99765
154,100,14214.76308,100.08794,0.4717,24,22.58979,0.87343,0.0,0.12657,0.0,10.0,0.74268,0.383,0.35968,0.25732,1.0,0,10,0,12,290.91946,0.0,55.00778
155,100,14272.26316,57.50008,0.43322,11,10.42503,0.87131,0.0,0.12869,0.0,7.0,0.58261,0.30435,0.27826,0.41739,1.0,0,12,0,5,505.90667,0.0,56.00054
156,100,14357.59656,85.3334,0.44766,21,19.49612,0.72273,0.0,0.27727,0.0,9.0,0.76562,0.39062,0.375,0.23437,1.0,0,10,0,11,425.9043,0.0,55.00533
157,100,14481.46587,123.86931,0.38314,15,13.78512,0.78492,0.0,0.21508,0.0,9.0,0.36732,0.18164,0.18568,0.63268,1.0,0,12,0,8,337.04073,0.0,54.01422
158,100,14568.79927,87.3334,0.5104,20,17.85114,0.89333,0.0,0.10667,0.0,12.0,0.74809,0.38168,0.36641,0.25191,1.0,0,11,1,12,519.13039,0.0,50.01513
159,100,14722.71404,153.91477,0.42566,31,28.44525,0.82747,0.0,0.12228,0.05025,16.0,0.63455,0.33568,0.29887,0.36545,1.0,0,7,0,15,396.72191,0.35543,50.99236
160,100,14860.04743,137.33339,0.35559,39,30.78178,0.86774,0.0,0.00726,0.125,21.0,0.89806,0.46116,0.43689,0.10194,1.0,0,7,0,21,433.75983,1.36029,48.00441
161,100,14973.54749,113.50006,0.41526,32,27.90273,0.82231,0.0,0.125,0.05269,13.0,0.85903,0.46255,0.39648,0.14097,1.0,0,8,0,13,403.42443,0.40609,53.97238
162,100,15081.53131,107.98382,0.48154,20,18.71369,0.83001,0.0,0.16999,0.0,9.0,0.59577,0.30869,0.28708,0.40423,1.0,0,10,0,11,277.22393,0.0,52.01304
163,100,15209.53137,128.00006,0.4407,35,33.01482,0.84873,0.0,0.15127,0.0,16.0,0.875,0.46875,0.40625,0.125,1.0,0,8,1,16,406.48208,0.0,55.96183
164,100,15286.74203,77.21066,0.42154,14,12.32049,0.93972,0.0,0.06028,0.0,12.0,0.63463,0.32379,0.31084,0.36537,1.0,0,13,2,9,524.96827,0.0,53.01391
165,100,15410.74209,124.00006,0.29864,36,34.04816,0.94601,0.0,0.05399,0.0,19.0,0.91935,0.48387,0.43548,0.08065,1.0,0,5,0,18,406.31738,0.0,53.00833
166,100,15573.57547,162.83338,0.45712,49,46.14691,0.93043,0.0,0.06957,0.0,25.0,0.96315,0.49642,0.46673,0.03685,1.0,0,3,0,27,307.697,0.0,48.04152
167,100,15667.46979,93.89432,0.41088,25,23.69325,0.80409,0.0,0.19591,0.0,6.0,0.79522,0.44376,0.35146,0.20478,1.0,0,8,0,8,380.64613,0.0,56.9711
168,100,15740.87414,73.40435,0.43947,7,6.2418,0.63446,0.0,0.36554,0.0,5.0,0.29744,0.14758,0.14985,0.70256,1.0,0,17,0,4,356.18878,0.0,56.00402
169,100,15863.3742,122.50006,0.44882,35,32.54098,0.8547,0.0,0.1453,0.0,19.0,0.90204,0.46939,0.43265,0.09796,1.0,0,6,0,18,351.84768,0.0,55.00202
170,100,15948.37427,85.00007,0.45697,22,20.82984,0.84743,0.0,0.15257,0.0,14.0,0.81176,0.41176,0.4,0.18824,1.0,0,8,0,12,332.26112,0.0,53.00944
171,100,16054.541,106.16673,0.34412,30,28.27617,0.79642,0.0,0.20358,0.0,10.0,0.88697,0.46311,0.42386,0.11303,1.0,0,6,0,15,342.08215,0.0,53.01271
172,100,16133.92981,79.38881,0.33917,18,16.76013,0.67804,0.0,0.32196,0.0,9.0,0.71799,0.37789,0.3401,0.28201,1.0,0,10,0,9,305.98822,0.0,53.01232
173,100,16206.14882,72.21901,0.40647,14,12.83739,0.72959,0.0,0.27041,0.0,6.0,0.60003,0.32309,0.27694,0.39997,1.0,0,12,0,6,350.19173,0.0,55.00451
174,100,16292.14889,86.00007,0.48489,21,19.57788,0.72219,0.0,0.27781,0.0,11.0,0.76744,0.40698,0.36046,0.23256,1.0,0,10,0,10,312.06098,0.0,55.99333
175,100,16401.98228,109.8334,0.4483,31,29.01021,0.784,0.0,0.216,0.0,19.0,0.89074,0.46282,0.42792,0.10926,1.0,0,6,0,16,339.06549,0.0,55.00402
176,100,16544.48234,142.50006,0.37862,40,36.73109,0.83266,0.0,0.16734,0.0,22.0,0.92982,0.47368,0.45614,0.07018,1.0,0,5,2,24,412.40558,0.0,48.03199
177,100,16666.12922,121.64688,0.36106,35,33.17055,0.84588,0.0,0.15412,0.0,14.0,0.92755,0.50008,0.42747,0.07245,1.0,0,4,2,15,398.95642,0.0,54.99353
178,100,16786.29595,120.16673,0.46083,34,32.22282,0.807,0.0,0.193,0.0,17.0,0.93343,0.49237,0.44105,0.06657,1.0,0,4,2,17,411.67874,0.0,56.98485
179,100,16860.56253,74.26658,0.40774,15,14.01081,0.875,0.0,0.125,0.0,8.0,0.64632,0.33663,0.3097,0.35368,1.0,0,12,0,8,239.11402,0.0,55.99858
180,100,16950.14296,89.58043,0.44937,18,16.86256,0.86964,0.0,0.13036,0.0,9.0,0.627,0.32559,0.30141,0.373,1.0,0,13,0,9,335.57413,0.0,55.9977
181,100,17047.12603,96.98307,0.38184,23,21.79779,0.66838,0.0,0.33162,0.0,11.0,0.73724,0.38667,0.35058,0.26276,1.0,0,8,0,11,380.87569,0.0,56.99249
182,100,17194.85494,147.72891,0.37892,18,16.76013,0.69966,0.0,0.30034,0.0,9.0,0.36892,0.18615,0.18277,0.63108,1.0,0,12,0,9,344.09323,0.0,56.99887
183,100,17309.32766,114.47272,0.44574,23,21.40221,0.78366,0.0,0.21634,0.0,12.0,0.64935,0.33487,0.31449,0.35065,1.0,0,9,0,13,489.25014,0.0,54.00043
184,100,17404.56513,95.23747,0.4419,11,10.0446,0.81953,0.0,0.18047,0.0,7.0,0.36225,0.18375,0.1785,0.63775,1.0,0,12,0,6,486.20907,0.0,53.0076
185,100,17529.06519,124.50006,0.4128,34,32.22282,0.95934,0.0,0.04066,0.0,20.0,0.90361,0.46185,0.44177,0.09639,1.0,0,6,1,20,550.9391,0.0,48.01906
186,100,17645.7025,116.63731,0.45733,25,23.58871,0.75558,0.0,0.24442,0.0,10.0,0.68017,0.37152,0.30865,0.31983,1.0,0,9,1,10,510.18312,0.0,53.98567
187,100,17805.49539,159.79289,0.34038,26,24.03051,0.78646,0.0,0.21354,0.0,15.0,0.52255,0.26597,0.25658,0.47745,1.0,0,10,0,15,408.35281,0.0,50.02391
188,100,17891.28861,85.79322,0.41342,18,15.14182,0.58706,0.0,0.3336,0.07933,8.0,0.64302,0.33996,0.30305,0.35698,1.0,0,8,0,8,385.88042,0.83852,51.99274
189,100,17958.61361,67.325,0.43619,5,3.71934,0.47538,0.0,0.42976,0.09486,3.0,0.25746,0.12378,0.13368,0.74254,1.0,0,17,0,4,342.81912,1.09551,49.00976
190,100,18079.56293,120.94931,0.49287,19,14.54003,0.54683,0.0,0.32817,0.125,14.0,0.51675,0.26871,0.24804,0.48325,1.0,0,11,1,10,510.73039,2.03933,49.00956
191,100,18212.39632,132.83339,0.38824,38,30.25173,0.75691,0.0,0.12248,0.12061,22.0,0.95483,0.49561,0.45922,0.04517,1.0,0,3,2,21,541.24966,2.84666,46.99873
192,100,18330.06304,117.66673,0.33155,34,29.71801,0.73689,0.0,0.20999,0.05312,12.0,0.89802,0.48159,0.41643,0.10198,1.0,0,6,0,15,337.92413,0.61777,50.97559
193,100,18490.89643,160.83338,0.33069,49,39.86594,0.89499,0.0,0.0,0.10501,30.0,0.97513,0.50259,0.47254,0.02487,1.0,0,2,0,27,412.78522,1.28986,46.01301
194,100,18656.22981,165.33338,0.4642,54,49.75011,0.97883,0.0,0.0,0.02117,23.0,1.0,0.53427,0.46573,0.0,1.0,0,0,0,23,254.30119,0.09734,53.96869
195,100,18826.72985,170.50005,0.43047,53,49.44661,0.89566,0.0,0.09889,0.00544,32.0,0.98827,0.5132,0.47507,0.01173,1.0,0,1,0,28,265.89689,0.037,51.00997
196,100,18966.89657,140.16672,0.40058,42,37.58135,0.82352,0.0,0.13747,0.03902,15.0,0.94292,0.49346,0.44946,0.05707,1.0,0,4,0,21,282.54754,0.35468,50.98304
197,100,19076.04055,109.14398,0.42903,25,21.65706,0.76917,0.0,0.17969,0.05113,9.0,0.71313,0.37412,0.339,0.28687,1.0,0,11,0,12,226.95033,0.18448,51.9959
198,100,19177.07679,101.03624,0.42676,20,18.65569,0.92162,0.0,0.07838,0.0,14.0,0.62684,0.32991,0.29692,0.37316,1.0,0,12,0,10,294.78003,0.0,52.00289
199,100,19275.74353,98.66673,0.42233,25,19.95573,0.79637,0.0,0.08778,0.11585,11.0,0.81757,0.4223,0.39527,0.18243,1.0,0,9,0,14,342.90353,0.81262,49.00613
200,100,19349.30578,73.56225,0.40967,16,12.63414,0.875,0.0,0.0,0.125,8.0,0.66384,0.35118,0.31266,0.33616,1.0,0,11,0,7,460.52348,1.27198,50.99402
201,100,19427.97252,78.66674,0.41142,20,15.84,0.81186,0.0,0.06314,0.125,9.0,0.79661,0.40254,0.39407,0.20339,1.0,0,8,0,11,322.81916,0.8046,49.00554
202,100,19561.5248,133.55229,0.49599,36,28.34939,0.83902,0.0,0.03598,0.125,23.0,0.84985,0.43054,0.41931,0.15015,1.0,0,6,0,20,255.27581,0.89859,45.03278
203,100,19669.8582,108.3334,0.44412,29,22.84478,0.875,0.0,0.0,0.125,14.0,0.83385,0.44615,0.38769,0.16615,1.0,0,9,0,13,438.23951,1.08477,48.0028
204,100,19788.02492,118.16673,0.32862,33,26.136,0.70738,0.0,0.16762,0.125,12.0,0.8646,0.45839,0.40621,0.1354,1.0,0,8,0,15,347.97339,1.13096,50.98593
205,100,19896.34275,108.31783,0.42393,19,14.72663,0.51801,0.0,0.35699,0.125,9.0,0.54469,0.27696,0.26773,0.45531,1.0,0,11,0,10,340.02263,2.31491,50.00295
206,100,19982.70391,86.36116,0.48396,12,9.2289,0.625,0.0,0.25,0.125,6.0,0.44001,0.23159,0.20843,0.55999,1.0,0,13,0,6,298.4538,0.69704,50.00243
207,100,20077.39188,94.68797,0.44511,14,10.8129,0.625,0.0,0.25,0.125,9.0,0.4594,0.23762,0.22178,0.5406,1.0,0,13,0,7,280.49542,1.07877,50.00228
208,100,20177.22973,99.83785,0.38227,25,19.5249,0.625,0.0,0.25,0.125,11.0,0.78794,0.41734,0.3706,0.21205,1.0,0,7,0,12,329.39049,1.44205,50.99287
209,100,20321.25027,144.02055,0.34833,21,16.3569,0.65467,0.0,0.32267,0.125,11.0,0.45364,0.23145,0.22219,0.54636,1.10233,0,11,0,11,494.04998,1.52397,50.00617
210,100,20404.31944,83.06917,0.44865,15,11.88,0.43582,0.0,0.26176,0.125,7.0,0.55576,0.29092,0.26484,0.44424,0.82258,0,11,0,7,394.1282,2.79014,50.99787
211,100,20516.04959,111.73015,0.44495,17,13.06761,0.52031,0.0,0.35469,0.125,10.0,0.51911,0.2685,0.2506,0.48089,1.0,0,12,1,10,534.27919,3.07532,49.00634
212,100,20598.54966,82.50007,0.46439,20,15.5649,0.72658,0.0,0.14842,0.125,10.0,0.75758,0.39394,0.36364,0.24242,1.0,0,10,0,10,424.84915,1.55764,48.99674
213,100,20712.93519,114.38552,0.43365,25,19.63658,0.67964,0.0,0.19536,0.125,13.0,0.76787,0.40069,0.36718,0.23213,1.0,0,7,3,14,646.16737,2.34611,49.00732
214,100,20799.79712,86.86194,0.43777,17,15.10533,0.68392,0.0,0.26163,0.05444,9.0,0.64662,0.33578,0.31084,0.35338,1.0,0,12,2,8,546.62102,0.90594,51.99591
215,100,20920.13043,120.33331,0.41012,25,20.32504,0.65477,0.0,0.24885,0.09637,13.0,0.64127,0.32548,0.31579,0.35873,1.0,0,9,0,13,294.80218,0.79915,50.99814
216,100,21034.24493,114.1145,0.4222,23,18.47882,0.70527,0.0,0.19572,0.09901,11.0,0.62656,0.32862,0.29795,0.37344,1.0,0,7,0,11,503.97524,1.24163,51.99424
217,100,21123.52805,89.28312,0.41242,15,13.91694,0.75,0.0,0.25,0.0,7.0,0.52828,0.27067,0.25761,0.47172,1.0,0,12,0,8,357.74467,0.0,51.003
218,100,21313.83222,190.30416,0.49881,22,20.85006,0.63205,0.0,0.36795,0.0,12.0,0.36258,0.18392,0.17866,0.63742,1.0,0,9,0,12,462.57407,0.0,49.0248
219,100,21414.38944,100.55722,0.40009,22,20.80357,0.66815,0.0,0.33185,0.0,11.0,0.68286,0.36463,0.31823,0.31714,1.0,0,7,0,10,485.99562,0.0,50.99976
220,100,21545.03186,130.64242,0.32516,23,21.36696,0.656,0.0,0.344,0.0,12.0,0.55495,0.28704,0.26791,0.44505,1.0,0,11,0,12,511.06918,0.0,50.01041
221,100,21643.0452,98.01335,0.39894,21,19.90233,0.72497,0.0,0.27503,0.0,9.0,0.65637,0.34009,0.31628,0.34363,1.0,0,10,0,10,357.38119,0.0,50.99877
222,100,21776.71193,133.66672,0.49017,35,32.96295,0.70048,0.0,0.29952,0.0,21.0,0.89526,0.46135,0.43392,0.10474,1.0,0,7,2,21,410.48937,0.0,46.0211
223,100,21843.04534,66.33341,0.45363,14,12.04396,0.53416,0.0,0.41316,0.05267,7.0,0.63819,0.35176,0.28643,0.36181,1.0,0,12,0,5,367.11101,0.51583,49.99832
224,100,21955.92383,112.8785,0.44636,20,15.9108,0.56718,0.0,0.32687,0.10595,7.0,0.54336,0.2953,0.24805,0.45664,1.0,0,10,0,8,490.23002,1.41239,53.98326
225,100,22059.09057,103.16673,0.34955,26,23.66368,0.8134,0.0,0.1866,0.0,16.0,0.84491,0.42811,0.4168,0.15509,1.0,0,8,2,16,431.28967,0.0,49.01342
226,100,22141.69189,82.60132,0.44725,19,17.85114,0.875,0.0,0.125,0.0,9.0,0.71024,0.38337,0.32687,0.28976,1.0,0,11,0,8,451.27405,0.0,51.99678
227,100,22270.51274,128.82085,0.42496,34,31.48737,0.86373,0.0,0.125,0.01127,19.0,0.85778,0.44636,0.41142,0.14222,1.0,0,5,1,18,395.92669,0.10891,51.00002
228,100,22382.17947,111.66673,0.42235,32,25.36448,0.8184,0.0,0.05716,0.12444,15.0,0.89254,0.46269,0.42985,0.10746,1.0,0,6,0,16,293.79594,0.87269,50.9933
229,100,22549.84619,167.66672,0.41965,51,42.19892,0.84925,0.0,0.05889,0.09186,31.0,1.0,0.5169,0.4831,0.0,1.0,0,0,2,28,395.06425,1.04032,48.01635
230,100,22661.27178,111.42559,0.41852,32,25.49973,0.76502,0.0,0.1235,0.11147,10.0,0.89297,0.47117,0.42181,0.10703,1.0,0,5,0,15,289.0092,0.89986,49.99844
231,100,22883.55652,222.28474,0.30546,24,22.44651,0.69726,0.0,0.30274,0.0,12.0,0.33815,0.1762,0.16195,0.66184,1.0,0,7,0,12,357.01004,0.0,50.00848
232,100,23001.35167,117.79515,0.37428,21,19.35021,0.61471,0.0,0.38529,0.0,11.0,0.56878,0.29713,0.27166,0.43122,1.0,0,9,0,11,408.72925,0.0,49.01045
233,100,23119.85411,118.50244,0.45027,28,26.07133,0.72717,0.0,0.27283,0.0,15.0,0.71728,0.37974,0.33755,0.28271,1.0,0,8,0,12,484.03411,0.0,52.99417
234,100,23225.32167,105.46756,0.51623,21,18.34315,0.8285,0.0,0.125,0.0465,9.0,0.62737,0.32395,0.30341,0.37263,1.0,0,10,0,11,301.7306,0.40379,52.00138
235,100,23328.347,103.02533,0.61073,24,22.74552,0.80459,0.0,0.19541,0.0,12.0,0.7393,0.38017,0.35913,0.2607,1.0,0,9,0,13,489.53766,0.0,50.00966
236,100,23507.24719,178.90019,0.28777,31,28.21692,0.73505,0.0,0.22952,0.03543,16.0,0.53661,0.27949,0.25713,0.46339,1.0,0,7,0,15,398.32321,0.29804,50.99837
237,100,23635.91863,128.67144,0.37966,30,27.18516,0.82651,0.0,0.17349,0.0,14.0,0.72536,0.37563,0.34973,0.27464,1.0,0,6,1,15,560.61765,0.0,50.99797
238,100,23746.91869,111.00006,0.45236,33,31.11936,0.86916,0.0,0.13084,0.0,17.0,0.92793,0.4955,0.43243,0.07207,1.0,0,4,0,15,431.82969,0.0,53.99432
239,100,23881.24082,134.32213,0.42317,39,36.55707,0.73733,0.0,0.26267,0.0,18.0,0.90951,0.47771,0.4318,0.09049,1.0,0,5,0,19,331.42983,0.0,54.9935
240,100,23979.90755,98.66673,0.38129,25,23.69325,0.78851,0.0,0.21149,0.0,12.0,0.7973,0.4223,0.375,0.2027,1.0,0,10,0,12,254.17612,0.0,55.99458
241,100,24077.90962,98.00207,0.41785,22,20.85006,1.0,0.0,0.0,0.0,12.0,0.71257,0.36564,0.34693,0.28743,1.0,0,9,0,12,366.03268,0.0,54.00618
242,100,24240.11501,162.20539,0.43017,34,31.13271,0.86137,0.0,0.10049,0.03814,18.0,0.66582,0.33908,0.32675,0.33418,1.0,0,8,0,19,383.06018,0.29501,50.01843
243,100,24327.75185,87.63684,0.39619,22,17.23327,0.75,0.0,0.125,0.125,12.0,0.78544,0.40888,0.37655,0.21456,1.0,0,9,0,11,429.22256,1.08879,50.00125
244,100,24465.99474,138.24289,0.37203,34,26.65116,0.8418,0.0,0.0332,0.125,16.0,0.77279,0.40388,0.36892,0.22721,1.0,0,6,0,17,384.7322,1.32064,50.0018
245,100,24581.90758,115.91284,0.38795,34,29.32445,0.82827,0.0,0.10468,0.06705,18.0,0.90729,0.46731,0.43999,0.09271,1.0,0,4,0,17,340.62804,0.48897,50.00649
246,100,24669.50643,87.59885,0.4539,13,10.0209,0.64296,0.0,0.23204,0.125,6.0,0.44521,0.22831,0.2169,0.55479,1.0,0,15,0,6,432.85195,1.59159,50.99862
247,100,24764.24646,94.74002,0.41042,22,20.19461,0.85825,0.0,0.125,0.01675,12.0,0.72655,0.37823,0.34832,0.27345,1.0,0,9,0,11,352.80893,0.10318,51.00095
248,100,24893.95501,129.70856,0.39991,20,15.84,0.62756,0.0,0.24744,0.125,10.0,0.49598,0.25699,0.239,0.50402,1.0,0,8,0,11,379.76581,1.15748,49.00901
249,100,25017.24994,123.29493,0.39021,22,17.06179,0.625,0.0,0.25,0.125,11.0,0.54476,0.27711,0.26765,0.45524,1.0,0,8,0,11,365.28929,1.51313,49.00665
250,100,25147.42108,130.17114,0.47721,25,19.78472,0.59854,0.0,0.27646,0.125,11.0,0.59153,0.30729,0.28424,0.40847,1.0,0,8,0,12,325.85705,1.28554,50.00225
251,100,25283.38615,135.96507,0.43578,21,16.23561,0.63771,0.0,0.23729,0.125,10.0,0.47316,0.24516,0.228,0.52684,1.0,0,10,0,10,299.63497,1.01449,50.99808
252,100,25382.94303,99.55688,0.45994,21,19.31597,0.85108,0.0,0.125,0.02392,12.0,0.67298,0.35156,0.32142,0.32702,1.0,0,12,0,11,538.17568,0.271,50.00884
253,100,25537.24463,154.3016,0.30474,30,23.61672,0.75,0.0,0.125,0.125,15.0,0.60488,0.31324,0.29164,0.39512,1.0,0,6,0,15,469.79325,1.1247,50.00382
254,100,25746.05522,208.81059,0.4673,32,25.344,0.75318,0.0,0.12182,0.125,18.0,0.49966,0.25541,0.24424,0.50034,1.0,0,4,2,17,475.99886,1.20841,50.00463
255,100,25903.15405,157.09882,0.43744,36,28.30878,0.77219,0.0,0.10281,0.125,17.0,0.73733,0.38723,0.3501,0.26267,1.0,0,9,1,18,412.70558,1.11341,50.99245
256,100,26021.36294,118.20889,0.41453,20,15.738,0.87493,0.0,7e-05,0.125,11.0,0.5682,0.28904,0.27917,0.4318,1.0,0,9,2,11,686.45372,1.88598,50.99848
257,100,26166.03867,144.67574,0.42543,38,29.83416,0.73584,0.0,0.13959,0.12457,19.0,0.83405,0.42624,0.40781,0.16595,1.0,0,3,1,20,433.16493,1.40613,50.00164
258,100,26270.07035,104.03168,0.3896,17,15.34521,0.76502,0.0,0.21343,0.02155,7.0,0.52869,0.28837,0.24031,0.47131,1.0,0,14,1,7,526.58627,0.18553,53.99844
259,100,26400.03317,129.96282,0.38541,30,27.96293,0.84087,0.0,0.15661,0.00252,22.0,0.73867,0.38473,0.35395,0.26133,1.0,0,7,0,16,340.58161,0.01855,52.00872
260,100,26556.8496,156.81643,0.42964,43,34.056,0.875,0.0,0.0,0.125,17.0,0.87788,0.45701,0.42087,0.12212,1.0,0,3,0,23,388.46123,1.02686,49.00457
261,100,26705.59345,148.74385,0.42391,45,36.75257,0.89769,0.0,0.0,0.10231,24.0,0.93673,0.49302,0.44372,0.06327,1.0,0,4,0,21,352.00907,0.99438,51.98616
262,100,26826.14618,120.55273,0.48639,32,29.40501,0.95854,0.0,0.01791,0.02354,14.0,0.81983,0.42167,0.39817,0.18016,1.0,0,9,0,16,218.32573,0.08695,52.00052
263,100,26964.97476,138.82859,0.43123,28,22.03272,0.83114,0.0,0.04386,0.125,15.0,0.63988,0.33014,0.30973,0.36012,1.0,0,7,0,15,332.83714,0.76433,49.99993
264,100,27093.28013,128.30537,0.3011,31,24.40872,0.71368,0.0,0.16132,0.125,15.0,0.75601,0.3897,0.36631,0.24399,1.0,0,7,0,16,339.72673,1.22839,49.00459
265,100,27214.41079,121.13066,0.38931,22,20.4337,0.7624,0.0,0.23209,0.0055,10.0,0.56688,0.3027,0.26418,0.43312,1.0,0,11,0,10,364.95252,0.04659,51.00458
266,100,27334.0678,119.65701,0.46871,23,18.60658,0.86249,0.0,0.04123,0.09629,12.0,0.61286,0.32036,0.2925,0.38714,1.0,0,9,0,12,324.12462,0.54027,50.00397
267,100,27494.8191,160.7513,0.43646,42,33.02819,0.81583,0.0,0.05917,0.125,23.0,0.81181,0.4199,0.39191,0.18819,1.0,0,4,0,21,412.38164,1.16957,49.99783
268,100,27647.81915,153.00005,0.42087,46,38.54223,0.75,0.0,0.16461,0.08539,24.0,0.94771,0.4902,0.45752,0.05229,1.0,0,4,0,24,324.09974,1.07427,48.00327
269,100,27771.58035,123.7612,0.33424,30,28.037,0.75,0.0,0.25,0.0,12.0,0.73259,0.37707,0.35552,0.26741,1.0,0,6,0,14,294.39505,0.0,49.99788
270,100,28005.46391,233.88356,0.3987,38,35.88952,0.70703,0.0,0.29297,0.0,21.0,0.50737,0.26366,0.24371,0.49262,1.0,0,6,0,19,312.38366,0.0,50.00623
271,100,28135.44038,129.97647,0.32681,26,24.64098,0.75,0.0,0.25,0.0,11.0,0.62704,0.32698,0.30005,0.37296,1.0,0,8,0,13,383.42552,0.0,50.00186
272,100,28228.10711,92.66673,0.39264,21,19.60332,0.75,0.0,0.25,0.0,10.0,0.74101,0.39568,0.34532,0.25899,1.0,0,12,1,10,425.78813,0.0,51.999
273,100,28374.12355,146.01643,0.37915,39,36.69878,0.94284,0.0,0.05716,0.0,23.0,0.88004,0.46228,0.41776,0.11996,1.0,0,6,2,20,462.39822,0.0,52.99865
274,100,28545.29026,171.16671,0.4525,54,51.02869,0.97407,0.0,0.02593,0.0,31.0,1.0,0.52093,0.47907,0.0,1.0,0,0,1,27,399.18727,0.0,53.99981
275,100,28677.95698,132.66672,0.38024,38,35.8057,0.77655,0.0,0.22345,0.0,15.0,0.89447,0.46482,0.42965,0.10553,1.0,0,7,0,19,264.32771,0.0,53.99577
276,100,28845.14355,167.18657,0.32015,23,21.24567,0.6444,0.0,0.3556,0.0,10.0,0.43863,0.22928,0.20935,0.56137,1.0,0,10,0,12,261.20095,0.0,53.00413
277,100,28972.04114,126.89759,0.34072,34,28.69593,0.8033,0.0,0.11405,0.08265,21.0,0.84977,0.43999,0.40978,0.15023,1.0,0,7,0,18,403.23099,0.64,51.00078
278,100,29121.46753,149.42639,0.41309,37,32.88579,0.90437,0.0,0.02993,0.06569,18.0,0.7763,0.40154,0.37477,0.2237,1.0,0,4,0,19,345.46657,0.47809,50.00162
279,100,29304.80091,183.33337,0.41395,57,48.4309,0.91611,0.0,0.00566,0.07823,28.0,0.97818,0.50909,0.46909,0.02182,1.0,0,2,0,29,359.0814,0.6501,49.00478
280,100,29486.39174,181.59084,0.39133,34,28.62422,0.77865,0.0,0.125,0.09635,16.0,0.58281,0.30747,0.27534,0.41719,1.0,0,7,0,16,258.58849,0.47372,50.99496
281,100,29597.51414,111.12239,0.35063,23,17.84484,0.71126,0.0,0.16374,0.125,11.0,0.63744,0.32247,0.31497,0.36256,1.0,0,10,0,12,329.37929,1.23971,50.0023
